Song Name 	 Artist Name 	 Genres 	 Acousticness 	 Danceability 	 Energy 	Instrumentalness 	 Liveness 	 Speechiness 
Elephant	Tame Impala	australian alternative rock,indie pop,indie rock,indietronica,modern rock,neo-psychedelic,psychedelic rock	0.557	0.597	0.575	0.342	0.254	0.04	
Little Wing	Stevie Ray Vaughan	album rock,blues,blues-rock,classic rock,electric blues,hard rock,modern blues,rock,soul blues,southern rock,texas blues	0.362	0.475	0.383	0.749	0.0728	0.0375	
Back Home	Caribou	alternative dance,chamber pop,chamber psych,chillwave,dance-punk,dream pop,electronic,freak folk,indie pop,indie r&b,indie rock,indietronica,modern rock,neo-psychedelic,new rave,synthpop,trip hop	0.744	0.558	0.537	0.65	0.116	0.0527	
Cut Your Teeth - Kygo Remix	Kyla La Grange	metropopolis,shimmer pop,tropical house	0.59	0.674	0.678	0.222	0.051	0.0406	
I Follow Rivers	Lykke Li	alternative dance,chamber pop,folk-pop,indie pop,indie r&b,indietronica,new rave,pop,swedish pop,synthpop,tropical house	0.475	0.599	0.533	0.00153	0.235	0.0472	
You & Me - Baauer Remix	Disclosure	house,pop,tropical house	0.059	0.649	0.986	0.298	0.364	0.133	
Gang Related	Logic	pop rap,rap	0.198	0.599	0.858	0.0139	0.3	0.0443	
Close Your Eyes (And Count to Fuck) [feat. Zack De La Rocha]	Run The Jewels	alternative hip hop,escape room,hip hop,pop rap,rap,underground hip hop	0.0127	0.72	0.663	0	0.141	0.282	
The Best of Times	Sage Francis	abstract hip hop,alternative hip hop,underground rap	0.645	0.359	0.698	0.0598	0.0968	0.0512	
Blockbuster Night Part 1	Run The Jewels	alternative hip hop,escape room,hip hop,pop rap,rap,underground hip hop	0.0312	0.642	0.523	1.97e-06	0.0568	0.36	
Wet Dreamz	J. Cole	pop rap,rap	0.0752	0.504	0.705	0	0.128	0.364	
Riptide	Vance Joy	folk-pop,indie folk,indie pop,modern rock,neo mellow,pop	0.431	0.484	0.731	0	0.151	0.0379	
Forever	Majid Jordan	deep indie r&b,indie r&b,pop rap,r&b,rap	0.0496	0.753	0.708	0.0123	0.0872	0.223	
Surrender	Cheap Trick	album rock,art rock,blues-rock,classic funk rock,classic rock,dance rock,folk rock,glam metal,glam rock,hard rock,heavy christmas,mellow gold,new wave pop,pop rock,power pop,rock,soft rock,southern rock	0.00717	0.524	0.955	8.77e-06	0.659	0.0411	
Twilite Speedball	Mos Def	alternative hip hop,dirty south rap,east coast hip hop,gangster rap,hardcore hip hop,hip hop,neo soul,pop rap,rap,southern hip hop	0.0884	0.543	0.7	0	0.101	0.323	
Lemme Freak	Lil Dicky	dwn trap,hip hop,pop rap,rap	0.0153	0.674	0.655	0	0.123	0.186	
Backstairs	The New Pornographers	alternative pop,alternative rock,anti-folk,canadian indie,chamber pop,folk-pop,freak folk,indie folk,indie pop,indie rock,indietronica,lo-fi,modern rock,neo-psychedelic,noise pop,power pop,singer-songwriter,stomp and holler,vancouver indie	0.388	0.553	0.755	5.6e-05	0.167	0.0358	
Time	Jungle	indie r&b,indietronica,new rave	0.192	0.693	0.695	0.000925	0.489	0.0446	
Institutionalized	Kendrick Lamar	hip hop,pop rap,rap,west coast rap	0.123	0.54	0.732	0	0.127	0.456	
Alright	Kendrick Lamar	hip hop,pop rap,rap,west coast rap	0.0734	0.791	0.779	0	0.0832	0.235	
How Much A Dollar Cost	Kendrick Lamar	hip hop,pop rap,rap,west coast rap	0.422	0.64	0.72	0	0.169	0.18	
Freefallin’ (feat. Gita)	Dirty South	australian dance,big room,deep big room,disco house,edm,electro house,house,progressive electro house,progressive house,sky room,tropical house	0.44	0.509	0.648	0.323	0.0898	0.0302	
A Taste of Silver	Until The Ribbon Breaks	vapor pop	0.0153	0.62	0.958	4.96e-06	0.0872	0.293	
1998	Chet Faker	australian alternative rock,downtempo,indie r&b	0.344	0.784	0.386	0.409	0.246	0.0771	
Heroes (we could be) - Branchez Remix	Alesso	big room,dance pop,deep big room,edm,electro house,pop,progressive electro house,tropical house	0.5	0.657	0.48	7.07e-05	0.0902	0.0328	
Even My Dad Does Sometimes	Ed Sheeran	pop	0.756	0.58	0.318	0.000171	0.117	0.0279	
She's So High - Original Mix	Keys N Krates	bass trap,brostep,edm,electro house,electronic trap,moombahton	0.0151	0.614	0.654	0.105	0.368	0.235	
Let It Rain	Keys N Krates	bass trap,brostep,edm,electro house,electronic trap,moombahton	0.00564	0.569	0.793	0.749	0.225	0.0783	
The Wild Life	Vacationer	chillwave,indie pop,indie psych-rock,indietronica,modern rock,shimmer pop,stomp and holler	0.034	0.835	0.686	1.17e-06	0.263	0.105	
Girl	Jamie xx	alternative dance,electronic,future garage,indie r&b,indietronica,new rave	0.163	0.511	0.61	0.61	0.744	0.243	
U	Majid Jordan	deep indie r&b,indie r&b,pop rap,r&b,rap	0.146	0.517	0.488	0.0643	0.101	0.0903	
Say My Name (feat. Zyra)	ODESZA	chillwave,edm,indietronica,ninja,tropical house	0.0041	0.749	0.745	0.395	0.0748	0.0479	
Backwards	Tame Impala	australian alternative rock,indie pop,indie rock,indietronica,modern rock,neo-psychedelic,psychedelic rock	0.0597	0.534	0.955	4.22e-06	0.11	0.178	
Tonight	Tourist	deep australian indie,deep indie r&b,indie r&b,tropical house,vapor soul,vapor twitch	0.491	0.613	0.493	8.57e-05	0.139	0.0658	
Perdoname	Deorro	big room,dance pop,deep big room,edm,electro house,melbourne bounce,pop,progressive electro house,tropical house	0.00084	0.864	0.838	0.00215	0.944	0.102	
Oldie	Odd Future	hip hop,pop rap,rap,underground hip hop	0.239	0.839	0.583	0	0.262	0.268	
1940 - AmpLive Remix	The Submarines	folk-pop,indie pop,indietronica,la indie	0.000555	0.625	0.934	0.0897	0.111	0.0584	
Lean On	Major Lazer	dance pop,edm,electro house,moombahton,pop,tropical house	0.00339	0.713	0.79	0.000868	0.485	0.0574	
White Lies (feat. Jenni Potts)	ODESZA	chillwave,edm,indietronica,ninja,tropical house	0.0419	0.596	0.539	0.0317	0.0783	0.0472	
Shalala	Moses Gunn Collective	deep australian indie,indie garage rock,indie psych-rock	0.0138	0.455	0.717	0.113	0.103	0.029	
History Eraser	Courtney Barnett	alternative rock,anti-folk,chamber pop,folk-pop,freak folk,garage rock,indie folk,indie pop,indie rock,modern rock,neo-psychedelic,preverb	0.000668	0.292	0.871	8.29e-05	0.179	0.155	
Don't Wanna Fight	Alabama Shakes	folk-pop,garage rock,indie folk,indie pop,modern blues,modern rock,stomp and holler	0.238	0.613	0.918	0.137	0.108	0.156	
Elastic Heart	Sia	australian dance,dance pop,pop	0.0117	0.421	0.791	1.48e-05	0.146	0.0496	
All Day	Kanye West	pop,pop christmas,pop rap,rap	0.0648	0.855	0.638	0	0.162	0.143	
Shadows	Moses Gunn Collective	deep australian indie,indie garage rock,indie psych-rock	0.0269	0.247	0.656	0.0152	0.172	0.035	
Often - Kygo Remix	The Weeknd	canadian pop,pop,rap	0.128	0.583	0.484	0	0.39	0.043	
2022 Zodiac	Ben Khan	none 	0.64	0.752	0.459	0.012	0.128	0.178	
Cigarette Song	Raury	deep indie r&b,escape room,indie r&b,underground hip hop	0.0327	0.717	0.469	0.000136	0.382	0.0427	
Higher	SBTRKT	alternative dance,bass music,chillwave,deep indie r&b,escape room,future garage,indie r&b,indietronica,neo soul,new rave,uk garage	0.153	0.596	0.683	0.18	0.149	0.0605	
Still With Me - Seven Lions Remix	Tritonal	big room,deep big room,edm,electro house,progressive electro house,progressive house,tracestep,tropical house	0.0131	0.242	0.881	0.0296	0.155	0.0822	
Elastic Heart - From "The Hunger Games: Catching Fire" Soundtrack	Sia	australian dance,dance pop,pop	0.0591	0.416	0.774	0	0.137	0.0568	
XO / The Host	The Weeknd	canadian pop,pop,rap	0.402	0.548	0.597	1.76e-05	0.405	0.0476	
Landscape	Epic Empire	vapor twitch	0.0066	0.686	0.573	0.0279	0.0818	0.03	
Real	Years & Years	dance pop,edm,gauze pop,house,pop,post-teen pop,tropical house	0.158	0.733	0.601	5.79e-05	0.107	0.0828	
Always Like This	Dan Croll	indie pop,indie psych-rock,indietronica,modern rock,shimmer pop	0.0238	0.624	0.818	0.00206	0.0692	0.0578	
Only Ghost	Dan Croll	indie pop,indie psych-rock,indietronica,modern rock,shimmer pop	0.00311	0.491	0.744	0.111	0.351	0.0301	
From Nowhere	Dan Croll	indie pop,indie psych-rock,indietronica,modern rock,shimmer pop	0.0245	0.633	0.881	0.000147	0.0474	0.154	
From Nowhere - Live At Spotify Offices / 2013	Dan Croll	indie pop,indie psych-rock,indietronica,modern rock,shimmer pop	0.288	0.485	0.564	6.74e-05	0.687	0.0331	
Paper Trail$	Joey Bada$$	hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop	0.339	0.548	0.829	0	0.537	0.285	
On & On (feat. Maverick Sabre & Dyemond Lewis)	Joey Bada$$	hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop	0.519	0.454	0.911	0	0.146	0.232	
Moaning Lisa Smile	Wolf Alice	alt-indie rock,garage rock,indie rock,indietronica,modern rock	0.000575	0.471	0.806	0.0562	0.0917	0.0504	
Giant Peach	Wolf Alice	alt-indie rock,garage rock,indie rock,indietronica,modern rock	4.75e-05	0.505	0.812	0.0639	0.691	0.0759	
Forever	HAIM	indie pop,indie r&b,indietronica,metropopolis,pop,synthpop	0.145	0.773	0.867	0.000333	0.105	0.0603	
Open Up	Gallant	deep indie r&b,indie poptimism,indie r&b	0.299	0.639	0.383	3.42e-05	0.0811	0.133	
Jupiter Grayscale	Gallant	deep indie r&b,indie poptimism,indie r&b	0.043	0.517	0.472	9.6e-06	0.0805	0.0294	
A Calf Born In Winter	Khruangbin	deep funk,funk,indie jazz,indie r&b,indietronica,soul	0.567	0.516	0.388	0.893	0.904	0.0285	
Come And Get Your Love	Redbone	bubblegum pop,soft rock	0.231	0.793	0.481	0.00122	0.06	0.0278	
Can't Feel My Face	The Weeknd	canadian pop,pop,rap	0.142	0.705	0.758	0	0.109	0.0506	
Reapers	Muse	alternative metal,alternative rock,garage rock,indie rock,modern rock,permanent wave,piano rock,post-grunge,rock	3.33e-05	0.421	0.892	0.00331	0.141	0.0564	
Defector	Muse	alternative metal,alternative rock,garage rock,indie rock,modern rock,permanent wave,piano rock,post-grunge,rock	0.000114	0.419	0.878	0.00104	0.713	0.0396	
Gun In My Hand	Dorothy	none 	0.0086	0.44	0.661	2.86e-06	0.118	0.0362	
Girl - Radio Edit	The Internet	deep indie r&b,escape room,hip hop,indie r&b,neo soul,pop rap,r&b,rap	0.543	0.516	0.443	0.117	0.205	0.0942	
Sway - Chainsmokers Remix	Anna Of The North	deep indie r&b,indie poptimism,indie psych-rock,indie r&b,indietronica,shimmer pop,tropical house,vapor pop,vapor soul	0.0555	0.673	0.795	0.0111	0.117	0.0309	
Riptide - FlicFlac Edit	Vance Joy	folk-pop,indie folk,indie pop,modern rock,neo mellow,pop	0.253	0.708	0.667	0.000692	0.0878	0.0418	
Spectacular Rival	George Ezra	folk-pop,indie folk,neo mellow,neo-singer-songwriter,pop	0.012	0.389	0.596	0.00288	0.225	0.0383	
Kill 'Em With The Love	Galantis	big room,dance pop,edm,electro house,pop,tropical house	0.379	0.585	0.888	0.000169	0.0594	0.0997	
World Restart Feat. Kelela & Ade	Kindness	alternative dance,chillwave,indie r&b,indietronica,new rave	0.00881	0.645	0.664	7.44e-05	0.247	0.0775	
Intergalactic - 2009 Digital Remaster	Beastie Boys	alternative rock,east coast hip hop,funk rock,gangster rap,hip hop,old school hip hop,rap,rock	0.022	0.734	0.864	9.94e-06	0.246	0.303	
Dreams	Beck	alternative rock,anti-folk,blues-rock,electronic,folk christmas,garage rock,indie christmas,indie rock,modern rock,neo-psychedelic,permanent wave,pop rock,rock	0.00073	0.589	0.956	0.051	0.139	0.0406	
La Lune	Madeon	alternative dance,big room,brostep,catstep,complextro,edm,electro house,electronic trap,filter house,indietronica,progressive electro house,tropical house	0.0558	0.46	0.736	6.68e-06	0.216	0.0303	
Zephyr	Madeon	alternative dance,big room,brostep,catstep,complextro,edm,electro house,electronic trap,filter house,indietronica,progressive electro house,tropical house	0.00344	0.622	0.893	0.000175	0.485	0.0798	
Nonsense	Madeon	alternative dance,big room,brostep,catstep,complextro,edm,electro house,electronic trap,filter house,indietronica,progressive electro house,tropical house	0.0311	0.543	0.781	0	0.306	0.144	
Barracuda	Heart	album rock,art rock,classic rock,dance rock,folk rock,hard rock,heavy christmas,mellow gold,new wave pop,pop rock,rock,singer-songwriter,soft rock	0.00293	0.538	0.908	0.124	0.123	0.0435	
Flickers	London Grammar	indie r&b,indietronica,metropopolis,pop,tropical house	0.633	0.661	0.316	0.000198	0.155	0.041	
Drug	Sweatshop	none 	0.077	0.871	0.73	0.00596	0.0452	0.127	
Ultraviolence - Hook N Sling Remix	Lana Del Rey	dance pop,pop	0.0021	0.688	0.859	0.00496	0.71	0.0434	
XIX (feat. Angela Mccluskey)	Christian Rich	deep indie r&b,escape room,indie r&b,soul flow	0.00116	0.556	0.764	0	0.102	0.091	
Where Are Ü Now (with Justin Bieber)	Jack Ü	edm,electro house,electronic trap,tropical house	0.041	0.432	0.781	4.21e-06	0.0789	0.0567	
Ex's & Oh's	Elle King	none 	0.0183	0.612	0.921	0	0.0576	0.0848	
Thinking - Maths Time Joy Remix	Submotion Orchestra	bass music,future garage,indie jazz,ninja,substep	0.143	0.645	0.542	0.00327	0.132	0.096	
One Touch (feat. AlunaGeorge and Rae Sremmurd)	Baauer	bass trap,brostep,edm,electro house,electronic trap,escape room,moombahton,vapor twitch	0.0309	0.733	0.547	0	0.0882	0.0776	
Work (Paid for That?)	Lil Dicky	dwn trap,hip hop,pop rap,rap	0.488	0.863	0.628	0	0.635	0.38	
Professional Rapper (feat. Snoop Dogg)	Lil Dicky	dwn trap,hip hop,pop rap,rap	0.433	0.685	0.621	0	0.607	0.361	
begin again	Purity Ring	alternative dance,chillwave,escape room,grave wave,indie pop,indie poptimism,indie r&b,indietronica,metropopolis,modern rock,pop,shimmer pop,synthpop	0.0108	0.598	0.565	0.0471	0.307	0.0471	
The Thrill	NERO	brostep,edm,electro house,electronic trap	0.00176	0.391	0.958	0.68	0.0856	0.184	
Who Knew	Lil Dicky	dwn trap,hip hop,pop rap,rap	0.325	0.755	0.787	0	0.126	0.225	
S.O.B.	Nathaniel Rateliff & The Night Sweats	folk-pop,funk,modern blues,new americana	0.266	0.702	0.604	0.00148	0.394	0.0414	
stranger than earth	Purity Ring	alternative dance,chillwave,escape room,grave wave,indie pop,indie poptimism,indie r&b,indietronica,metropopolis,modern rock,pop,shimmer pop,synthpop	0.0643	0.713	0.545	0.00557	0.176	0.0559	
Some Minds (feat. Andrew Wyatt)	Flume	aussietronica,australian alternative rock,australian dance,downtempo,tropical house	0.316	0.263	0.555	5.78e-05	0.128	0.0446	
Dark Times	The Weeknd	canadian pop,pop,rap	0.106	0.585	0.421	9.54e-06	0.14	0.0707	
Shameless	The Weeknd	canadian pop,pop,rap	0.121	0.602	0.559	0	0.107	0.0276	
Bros	Wolf Alice	alt-indie rock,garage rock,indie rock,indietronica,modern rock	0.00382	0.583	0.921	0.459	0.226	0.0697	
Babylon (feat. Kendrick Lamar)	SZA	indie r&b,pop rap,rap	0.629	0.51	0.71	0	0.0607	0.113	
New Americana	Halsey	dance pop,etherpop,indie poptimism,pop,post-teen pop,tropical house	0.0118	0.448	0.694	0	0.34	0.0303	
Fantasy	Alina Baraz	deep indie r&b,etherpop,indie r&b	0.353	0.68	0.747	0	0.138	0.091	
Jaded	Disclosure	house,pop,tropical house	0.0102	0.809	0.843	4.3e-06	0.0627	0.22	
Superego	Disclosure	house,pop,tropical house	0.244	0.599	0.716	0	0.0783	0.0822	
Nocturnal	Disclosure	house,pop,tropical house	0.0192	0.679	0.68	0.000158	0.128	0.0371	
We The Generation (feat. Mahalia)	Rudimental	edm,house,liquid funk,pop,tropical house,uk funky	0.00693	0.736	0.702	0.00285	0.123	0.0541	
Clap Your Hands	Whilk & Misky	none 	0.232	0.823	0.638	0.211	0.0961	0.055	
Trainwreck 1979	Death From Above 1979	alt-indie rock,alternative dance,alternative rock,blues-rock,dance-punk,garage rock,indie rock,modern rock,new rave	2.1e-05	0.522	0.934	0.00399	0.253	0.0617	
Love Lost	Whilk & Misky	none 	0.629	0.576	0.465	0.216	0.194	0.0523	
Virgins	Death From Above 1979	alt-indie rock,alternative dance,alternative rock,blues-rock,dance-punk,garage rock,indie rock,modern rock,new rave	5.26e-05	0.308	0.954	0	0.145	0.066	
White Is Red	Death From Above 1979	alt-indie rock,alternative dance,alternative rock,blues-rock,dance-punk,garage rock,indie rock,modern rock,new rave	0.00297	0.552	0.886	0.0408	0.0881	0.0662	
Buzzkill(er)	The Dead Weather	alternative rock,blues-rock,dance-punk,garage rock,indie rock,modern blues,modern rock,punk blues	0.00453	0.591	0.851	0.00396	0.107	0.0724	
Born to Shine	Big Grams	escape room	0.0191	0.355	0.892	0	0.0857	0.701	
Lights On	Big Grams	escape room	0.0284	0.633	0.676	3.11e-06	0.172	0.0721	
Want You So Bad	The Vaccines	alt-indie rock,britpop,garage rock,indie pop,indie rock,indietronica,modern rock	0.0134	0.482	0.839	0.244	0.104	0.1	
Put It On Her	Big Grams	escape room	0.0508	0.682	0.583	0.000154	0.19	0.193	
Gemini (feat. George Maple)	What So Not	aussietronica,bass trap,brostep,deep australian indie,edm,electro house,electronic trap,escape room,moombahton,vapor soul,vapor twitch	0.238	0.481	0.687	0.11	0.107	0.0699	
Baby Blue (feat. Chance the Rapper)	Action Bronson	alternative hip hop,east coast hip hop,escape room,gangster rap,hip hop,pop rap,rap,southern hip hop,underground hip hop	0.247	0.828	0.487	1.86e-05	0.136	0.0343	
Actin Crazy	Action Bronson	alternative hip hop,east coast hip hop,escape room,gangster rap,hip hop,pop rap,rap,southern hip hop,underground hip hop	0.197	0.5	0.622	0	0.116	0.619	
Keep It Real	KYLE	dwn trap,pop rap,rap	0.219	0.613	0.686	0	0.369	0.423	
Where You End And I Begin	George Maple	deep australian indie,deep indie r&b	0.269	0.716	0.369	7.1e-05	0.27	0.249	
Fell In the Sun	Big Grams	escape room	0.00326	0.68	0.621	0.0141	0.145	0.0599	
How Deep Is Your Love	Calvin Harris	edm,electro house,house,pop,progressive house	0.0389	0.738	0.868	0.00171	0.388	0.0731	
Don't Wanna Fall In Love	KYLE	dwn trap,pop rap,rap	0.0151	0.487	0.617	0	0.356	0.275	
Endless Summer Symphony	KYLE	dwn trap,pop rap,rap	0.0217	0.708	0.658	0	0.0812	0.238	
Heart Is Full	Miike Snow	alternative dance,indie pop,indie rock,indietronica,modern rock,new rave,shimmer pop,swedish synthpop,synthpop	0.026	0.36	0.723	0	0.368	0.0577	
Lifespan	Vaults	deep indie r&b,indie anthem-folk,indie poptimism,indie r&b,indietronica,shimmer pop,tropical house,vapor pop,vapor soul	0.0999	0.503	0.646	0.161	0.059	0.0315	
Between Us	Elenne	none 	0.396	0.688	0.509	0.000152	0.129	0.318	
Lost Tonight	Saje	deep indie r&b,vapor soul,vapor twitch	0.691	0.538	0.268	0.0411	0.089	0.0819	
Molecules	Disclosure	house,pop,tropical house	0.027	0.847	0.612	0.0056	0.139	0.106	
Outer Space (feat. Genevieve)	G	none 	0.627	0.556	0.68	0.0044	0.132	0.0442	
Here She Comes Again	Röyksopp	alternative dance,downtempo,electronic,indietronica,new rave,synthpop,trip hop	0.42	0.896	0.381	0.786	0.0999	0.0526	
Sweet Emotion	The Kooks	garage rock,indie pop,indie rock,modern rock	0.0498	0.766	0.825	0.000137	0.104	0.0706	
The Festival (feat. Little Dragon)	Mac Miller	hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop	0.806	0.574	0.489	0.00335	0.27	0.165	
Trouble	Cage The Elephant	alternative rock,garage rock,indie pop,indie rock,modern rock,punk blues	0.392	0.47	0.623	0.000453	0.0992	0.0302	
Weekend (feat. Miguel)	Mac Miller	hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop	0.47	0.843	0.435	0	0.147	0.178	
The Girl From Ipanema - Stereo Version	Stan Getz	adult standards,bebop,bossa nova,cool jazz,jazz,jazz blues,jazz christmas,latin jazz,vocal jazz	0.888	0.66	0.124	0.000764	0.111	0.0496	
Genghis Khan	Miike Snow	alternative dance,indie pop,indie rock,indietronica,modern rock,new rave,shimmer pop,swedish synthpop,synthpop	0.0388	0.699	0.837	2.24e-06	0.581	0.0437	
Forgive & Forget	The Kooks	garage rock,indie pop,indie rock,modern rock	0.09	0.684	0.915	2.65e-06	0.101	0.131	
Rush Hour	Mac Miller	hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop	0.262	0.602	0.472	0	0.172	0.265	
Show Me	Alina Baraz	deep indie r&b,etherpop,indie r&b	0.14	0.482	0.623	0	0.121	0.163	
Time Flies (feat. Lil B)	Mac Miller	hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop	0.585	0.527	0.807	0	0.34	0.394	
Lay Me Down - Flume Remix	Sam Smith	dance pop,pop	0.551	0.395	0.426	0.0001	0.082	0.107	
Around Town	The Kooks	garage rock,indie pop,indie rock,modern rock	0.0223	0.579	0.935	1.28e-05	0.374	0.0551	
Too Late To Say Goodbye	Cage The Elephant	alternative rock,garage rock,indie pop,indie rock,modern rock,punk blues	0.133	0.482	0.55	0	0.294	0.0357	
Dancing Thru It	Mr Hudson	indie r&b	0.53	0.614	0.588	0.000293	0.108	0.0445	
Best Friend - Acoustic	Amy Winehouse	dance pop,pop,r&b	0.808	0.638	0.159	0	0.167	0.0511	
Feeling	Decap	chillhop,vapor twitch	0.00472	0.589	0.645	0.219	0.518	0.0457	
Run for Your Life	Big Grams	escape room	0.372	0.773	0.785	0.000466	0.369	0.166	
Learning for Your Love	Marcus Marr	none 	0.224	0.694	0.71	0.446	0.0796	0.046	
Heartburn	Wafia	aussietronica,deep australian indie,deep indie r&b,vapor soul	0.592	0.511	0.346	5e-06	0.134	0.137	
Crazy (feat. Joie Tan) - Radio Mix	Teemid	tropical house	0.575	0.666	0.692	0.731	0.391	0.366	
Fears	MTNS	aussietronica	0.123	0.684	0.434	0.183	0.113	0.0346	
Harder Without You	Deutsch Duke	none 	0.0146	0.566	0.722	0.000128	0.0921	0.144	
Middle	DJ Snake	dance pop,edm,electronic trap,pop,tropical house	0.0175	0.564	0.737	0	0.054	0.0414	
Help Me Lose My Mind - SOHN Remix	Disclosure	house,pop,tropical house	0.263	0.706	0.588	0.23	0.0807	0.031	
Got It	Marian Hill	indie r&b	0.0603	0.82	0.446	0.27	0.0437	0.0532	
Never Be Like You (feat. Kai)	Flume	aussietronica,australian alternative rock,australian dance,downtempo,tropical house	0.446	0.54	0.59	0	0.14	0.0528	
Smoke & Retribution (feat. Vince Staples & Kucka)	Flume	aussietronica,australian alternative rock,australian dance,downtempo,tropical house	0.164	0.743	0.574	0	0.0922	0.346	
Too Much Is Never Enough	Bob Moses	tropical house	0.00201	0.628	0.589	0.0796	0.105	0.0495	
Afterthought	Disclosure	house,pop,tropical house	0.074	0.715	0.746	1.33e-05	0.0903	0.181	
Love and Feeling	Chet Faker	australian alternative rock,downtempo,indie r&b	0.874	0.497	0.497	1.76e-05	0.159	0.0786	
The Greatest View	Flume	aussietronica,australian alternative rock,australian dance,downtempo,tropical house	0.437	0.636	0.651	0.000502	0.121	0.0668	
Broken Record (feat. Joni Fatora)	SoySauce	none 	0.0569	0.481	0.736	0	0.34	0.346	
Let Me Know	Grenda	none 	0.0356	0.636	0.651	0.386	0.0902	0.0298	
untitled 03 | 05.28.2013.	Kendrick Lamar	hip hop,pop rap,rap,west coast rap	0.594	0.825	0.547	2.77e-06	0.149	0.263	
Needed Me	Rihanna	dance pop,pop,pop christmas,r&b,soul christmas,urban contemporary	0.107	0.688	0.325	0	0.0837	0.251	
Reconsider (Jamie xx Edit)	The xx	alternative dance,downtempo,dream pop,indietronica,synthpop	0.281	0.616	0.402	0.826	0.123	0.0667	
ROS	Mac Miller	hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop	0.601	0.535	0.448	0	0.376	0.175	
Let the Rhythm Just	The Polish Ambassador	new tribe	0.309	0.818	0.719	0.000197	0.0779	0.0748	
Modern Jesus	Portugal. The Man	indie pop,indie rock,indietronica,modern rock,neo-psychedelic	0.133	0.627	0.633	7.07e-05	0.216	0.0305	
Skylark Interabang?!	Made in Heights	gauze pop,indie r&b,indietronica,vapor pop,vapor soul	0.198	0.646	0.748	0.603	0.191	0.031	
Help I'm Alive	Metric	alternative dance,canadian indie,canadian pop,dance-punk,folk-pop,garage rock,indie pop,indie rock,indietronica,lilith,metropopolis,modern rock,new rave,pop rock,shimmer pop,synthpop	0.00813	0.565	0.877	0.00251	0.26	0.0614	
Hollywood Forever Cemetery Sings	Father John Misty	chamber pop,folk-pop,freak folk,indie folk,indie pop,indie rock,indietronica,modern rock,neo-psychedelic,new americana,singer-songwriter,stomp and holler	0.0502	0.583	0.831	0.272	0.04	0.0289	
Fade Away	Logic	pop rap,rap	0.263	0.488	0.774	0.00104	0.296	0.252	
Lord Willin'	Logic	pop rap,rap	0.133	0.642	0.864	0.000311	0.0542	0.0493	
Father Stretch My Hands Pt. 1	Kanye West	pop,pop christmas,pop rap,rap	0.126	0.717	0.563	0	0.515	0.052	
Ultralight Beam	Kanye West	pop,pop christmas,pop rap,rap	0.624	0.591	0.398	0	0.539	0.431	
Her	Majid Jordan	deep indie r&b,indie r&b,pop rap,r&b,rap	0.00372	0.675	0.5	0.00268	0.114	0.0516	
Adorn	Miguel	dance pop,hip hop,hip pop,indie r&b,pop,pop rap,r&b,rap,southern hip hop,trap music,urban contemporary	0.0543	0.625	0.576	4.07e-05	0.187	0.175	
Real Friends	Kanye West	pop,pop christmas,pop rap,rap	0.262	0.481	0.752	0.000417	0.138	0.448	
jasmine (demo)	Jai Paul	indie r&b	0.773	0.576	0.291	0.908	0.205	0.108	
My Trigger	Miike Snow	alternative dance,indie pop,indie rock,indietronica,modern rock,new rave,shimmer pop,swedish synthpop,synthpop	0.137	0.553	0.843	2.25e-06	0.14	0.0627	
He Can Only Hold Her	Amy Winehouse	dance pop,pop,r&b	0.0262	0.627	0.826	0.00674	0.0569	0.092	
It's Strange	Louis The Child	edm,electronic trap,indie poptimism,tropical house,vapor soul,vapor twitch	0.371	0.837	0.492	0.0401	0.102	0.354	
American Money	BØRNS	indie pop,indie poptimism,indietronica,modern rock,pop,shimmer pop	0.022	0.545	0.866	0.0027	0.113	0.0832	
Holy Ghost	BØRNS	indie pop,indie poptimism,indietronica,modern rock,pop,shimmer pop	0.00174	0.592	0.869	1.29e-05	0.0691	0.0565	
Suffocation Blues	Black Pistol Fire	alternative roots rock,garage rock,modern blues,punk blues	0.000839	0.282	0.843	3.02e-05	0.0699	0.114	
Damaged Goods	Black Pistol Fire	alternative roots rock,garage rock,modern blues,punk blues	0.0446	0.482	0.893	0	0.106	0.13	
Rivers	Thomas Jack	deep house,deep tropical house,tropical house	0.149	0.574	0.809	6.99e-06	0.129	0.0565	
Burn the Witch	Radiohead	alternative rock,indie rock,melancholia,modern rock,permanent wave,rock	0.303	0.541	0.847	0.271	0.109	0.0297	
One Dance	Drake	canadian pop,hip hop,pop rap,rap	0.00849	0.776	0.624	0.00208	0.356	0.0505	
Hipster Shakes	Black Pistol Fire	alternative roots rock,garage rock,modern blues,punk blues	0.053	0.351	0.908	0	0.133	0.132	
Mind (feat. Kai)	Jack Ü	edm,electro house,electronic trap,tropical house	0.117	0.502	0.777	2.91e-06	0.0957	0.0934	
Work	Rihanna	dance pop,pop,pop christmas,r&b,soul christmas,urban contemporary	0.0644	0.667	0.538	0	0.0928	0.0953	
